,Unnamed: 0,County,Household 65+,Average Household Size,Median Housing Costs,Income,Percent Overcrowded,Percent Below Poverty Level,Percent Less Than High School Education,Percent Non White,Unemployment Rate 2019,"Peak Covid Death Rates per 100,000","Peak Covid Case Rates per 100,000","Covid Case Rates per 100,000","Covid Death Rates per 100,000",Urban Percent,Rural Percent,State,Unemployment Rate 2020,Labor Force,"Mortality Rate Per 100,000",Population,Projected Deaths From Unemployment,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,Covid Death Rate (Delayed After Lockdown)
555,555,Lake County,0.2754243830295545,2.78,1520,108478,0.02289514955997432,7.9,0.061718415394083084,0.2421532974184324,3.5,251.53079170465242,14092.615590027775,7503.427681308191,125.4782602453574,0.985179209404172,0.01482079059582805,IL,14.7,333459.0,590.2,12335472.0,12.508405143410807,-42.1764705882353,-6.220588235294117,25.5,-44.485294117647065,-47.485294117647065,19.308823529411768,5.609838034572167
572,572,Mercer County,0.3397790055248619,2.36,778,74262,0.004604051565377533,9.6,0.055924479166666666,0.02957213419719029,2.7,544.1471788559953,16091.209431884434,7494.979594480794,181.38239295199844,0.22886653982060345,0.7711334601793965,IL,15.7,7239.0,1057.2,297011.0,23.447934345865974,-54.470588235294116,-12.691176470588234,4.029411764705882,-68.61764705882354,-51.102941176470594,21.029411764705888,5.387005868469519
578,578,Peoria County,0.28909396202203325,2.42,855,73080,0.01396529834955565,15.6,0.0604244399047796,0.27292225201072384,4.6,415.22723086968887,20439.8953002305,8178.971866122702,128.92135797163732,0.8672230652503794,0.13277693474962066,IL,19.2,75105.0,961.7,3326763.0,22.188988222785934,-38.867647058823536,-1.5294117647058822,20.47058823529412,-27.308823529411764,-39.338235294117645,14.397058823529413,3.727346973619702
588,588,St. Clair County,0.2759809807405985,2.48,919,75024,0.01212237644685654,14.8,0.05964065266836899,0.3592388445440615,4.2,429.7497747279407,21783.23051685497,8316.582334049583,157.8829817548886,0.9053583256630164,0.09464167433698356,IL,15.9,116380.0,959.1,4737809.0,19.295169455332626,-34.5,-4.323529411764706,36.76470588235294,-19.852941176470583,-40.911764705882355,15.191176470588234,7.429594565758138
653,653,Marion County,0.2276303987023241,2.51,924,62678,0.019089156134687587,17.8,0.0911347426478472,0.3826125233619332,4.2,352.06960113292587,24661.044887837423,8281.514687190931,132.90731114617523,0.9949193752961504,0.005080624703849596,IN,14.1,459340.0,849.9,16087021.0,16.81743280735445,-36.897058823529406,-9.044117647058824,13.941176470588234,-36.51470588235294,-41.5,14.691176470588234,4.15241578910104
657,657,Monroe County,0.23457500359557024,2.36,921,77074,0.0152452178915576,23.5,0.04507214758678761,0.1391155324625668,3.4,218.28324271883903,14471.370535804517,6018.284590146263,70.73993976999414,0.7721082105334394,0.22789178946656066,IN,10.1,65651.0,609.9,2392626.0,7.848704961870344,-28.044117647058826,-16.705882352941178,15.264705882352946,-36.77941176470589,-34.411764705882355,12.397058823529413,4.0123278774033215
707,707,Calhoun County,0.35672937771345875,2.16,579,68072,0.016883743367100818,12.6,0.043811002661934335,0.04382183908045978,1.3,124.12081092263136,9433.181630119983,12567.232105916426,93.09060819197352,0.0,1.0,IA,7.8,4154.0,1415.9,183696.0,14.568363562625208,-35.647058823529406,-6.647058823529411,18.176470588235293,-25.52941176470589,-45.63235294117647,15.970588235294118,4.355021339604564
714,714,Clarke County,0.29653401797175866,2.35,780,63623,0.047496790757381266,12.9,0.08294020844761382,0.04423076923076919,2.0,127.72751463544438,26950.50558807876,8206.492815327301,74.50771687067589,0.5205580029368576,0.4794419970631424,IA,10.8,4851.0,1135.0,165987.0,20.433077048202573,-38.867647058823536,-14.044117647058822,-31.985294117647058,-53.470588235294116,-44.691176470588225,16.11764705882353,7.229481826890058
715,715,Clay County,0.3250138657792568,2.2,759,67620,0.01136993899057127,10.9,0.04465016688708357,0.047190179507741625,2.7,674.3256743256743,16558.44155844156,10320.929070929069,118.63136863136863,0.6577772264946663,0.34222277350533364,IA,10.4,8595.0,1108.6,302454.0,16.98048881152175,-27.426470588235286,-1.1176470588235294,102.76470588235294,-15.897058823529413,-41.897058823529406,16.029411764705884,3.9675454779900408
719,719,Dallas County,0.20988982237855752,2.52,1261,111131,0.01939009854937644,5.2,0.02865458577318873,0.09432944121057653,2.0,115.56611344740138,19042.727360277357,9353.36479299755,73.83390581361755,0.6866837857666911,0.31331621423330885,IA,7.8,48310.0,586.4,1087373.0,10.577389271206844,-34.176470588235304,-10.352941176470589,-10.632352941176473,-39.54411764705883,-41.9264705882353,16.75,5.885744818015528
720,720,Davis County,0.3331234256926952,2.77,759,80203,0.0670654911838791,9.9,0.10383695775930776,0.023542600896861,2.0,1200.0,13733.333333333336,7577.777777777777,233.33333333333331,0.0,1.0,IA,7.4,4146.0,1021.9,155987.0,10.26694158615782,-26.426470588235286,3.882352941176471,44.720588235294116,-23.117647058823533,-42.720588235294116,15.117647058823529,5.128632514247983
725,725,Dubuque County,0.2886417168280555,2.43,888,79655,0.010808688824914944,11.4,0.047525601844405116,0.07420964715101774,2.6,246.6319326694824,14390.973271264296,11539.291549773408,152.08969181284746,0.7525352365792919,0.2474647634207081,IA,12.9,53890.0,933.5,1666250.0,21.767953857464367,-29.514705882352942,16.823529411764707,15.117647058823529,-45.147058823529406,-33.867647058823536,13.323529411764708,4.081020255063766
738,738,Howard County,0.3346456692913386,2.36,705,68814,0.005774278215223097,9.0,0.057482766288636876,0.01896813353566007,1.6,524.13190652981,23192.836863944092,8855.645337409915,207.46887966804985,0.3906572017403251,0.6093427982596749,IA,11.1,5350.0,1212.6,173758.0,24.82836847799813,-48.735294117647065,-26.39705882352941,41.897058823529406,-29.94117647058824,-57.08823529411765,24.617647058823533,4.60410455921454
752,752,Lucas County,0.33990813293704397,2.29,689,69388,0.004863550391786004,11.8,0.05286343612334802,0.009087731562390731,2.1,279.0697674418605,32511.627906976748,7500.0,93.0232558139535,0.4511562057574328,0.5488437942425672,IA,7.2,4622.0,1208.6,163915.0,12.166398831101484,-36.132352941176464,-8.397058823529411,67.16176470588235,-16.529411764705884,-40.54411764705883,15.176470588235292,12.201445871335752
768,768,Plymouth County,0.2987317073170732,2.41,760,80779,0.008975609756097559,9.1,0.04511612851015618,0.0548109143130685,1.2,1191.5637288000953,16967.86749811336,13818.167374985105,266.1158994320213,0.3808530805687204,0.6191469194312796,IA,7.4,14599.0,972.1,448425.0,13.735167639181581,-34.588235294117645,-12.294117647058822,90.01470588235294,-34.882352941176464,-44.470588235294116,19.029411764705888,14.272174834141722
770,770,Polk County,0.23392155401015985,2.51,1065,83465,0.025836270886803903,10.4,0.05586952737216205,0.15976455968574602,3.0,139.54598591075177,16747.966484481633,9170.252223249096,89.76642368527894,0.9570069460447048,0.04299305395529512,IA,12.7,274935.0,721.4,7517615.0,17.914135801181622,-35.25,2.323529411764706,77.30882352941177,-31.573529411764717,-41.45588235294117,15.617647058823529,4.895169545128342
869,869,Scott County,0.2704626334519573,2.46,849,75917,0.00813421453990849,6.0,0.10167736591426796,0.05755541997152736,0.7,995.2311839104292,19904.623678208583,10947.543023014721,269.54177897574124,0.7473780209758322,0.25262197902416783,KS,3.6,2594.0,1117.7,88305.0,6.665089195402301,-25.64705882352941,-0.1176470588235294,70.32352941176471,-5.294117647058823,-36.6764705882353,13.220588235294118,4.529754827019987
892,892,Bell County,0.3523155120481928,2.44,431,32386,0.024661144578313254,35.5,0.21340265742345466,0.047030719271397126,3.9,414.8740012292563,27335.586969883218,8293.638598647818,115.24277811923788,0.3943287213015053,0.6056712786984948,KY,16.3,8732.0,1305.3,518183.0,19.09240459991933,-22.294117647058826,-6.897058823529411,32.19117647058823,-22.308823529411764,-35.779411764705884,12.808823529411766,5.403496448165996
906,906,Clay County,0.30923642088690634,2.48,413,35507,0.0356861716085017,36.6,0.25375731688024045,0.06446386488609579,3.4,180.8954323903321,43957.59007085071,10094.970102004925,60.298477463444044,0.1500845070422535,0.8499154929577465,KY,17.8,5440.0,1088.3,405569.0,14.714425451649413,-27.426470588235286,-1.1176470588235294,102.76470588235294,-15.897058823529413,-41.897058823529406,16.029411764705884,5.917612046285589
914,914,Gallatin County,0.2888888888888889,2.77,708,56276,0.015136876006441225,14.8,0.1256027284487828,0.07050474991415823,3.3,270.60547976096507,14612.695907092118,5626.3389333633995,135.3027398804826,0.0,1.0,KY,15.0,3979.0,1070.2,149504.0,23.32759545028895,-41.75,-14.617647058823529,33.76470588235294,-51.397058823529406,-40.102941176470594,14.058823529411766,10.702054794520548
973,973,Shelby County,0.3010707410972088,2.75,937,78785,0.030678537054860438,11.2,0.09070211197363286,0.13016376122556786,2.5,48.9556135770235,19166.122715404694,7031.25,59.154699738903396,0.5174033481874022,0.4825966518125978,KY,15.6,24680.0,776.9,716974.0,24.523147232675107,-27.308823529411764,-2.0294117647058822,-20.926470588235293,-19.602941176470583,-34.161764705882355,12.705882352941178,10.600105443154144
1003,1003,Baltimore County,0.3130655558355315,2.58,1367,95382,0.01700375415844016,9.0,0.0592694497036218,0.3944298312355529,3.2,288.62540338663473,12187.533993255734,5209.640185165041,125.33691093464836,0.940379355346193,0.05962064465380696,MD,10.5,429298.0,962.4,14324819.0,14.738260772942402,-34.72058823529412,-10.323529411764708,55.36764705882353,-44.29411764705883,-45.38235294117647,19.23529411764705,7.036738125626577
1006,1006,Carroll County,0.3088811349945686,2.7,1563,113063,0.010155041311432241,5.2,0.04707784285017082,0.08446681256298483,2.2,185.2214643181535,12830.148355269017,3644.469773875463,106.26487856714571,0.6073454475531199,0.3926545524468801,MD,9.0,90237.0,817.4,2943683.0,11.927109178807635,-21.352941176470583,-16.823529411764707,43.352941176470594,-35.470588235294116,-45.63235294117647,18.48529411764705,4.212410099864694
1013,1013,Howard County,0.2581413681352369,2.77,1949,144807,0.020539546290619253,5.0,0.029575060073352723,0.4301140016621976,2.7,81.05867542755382,11683.502717307869,4013.018514538365,57.72360219840953,0.9180011346790872,0.08199886532091287,MD,8.1,174514.0,475.8,5034959.0,6.233767093952503,-48.735294117647065,-26.39705882352941,41.897058823529406,-29.94117647058824,-57.08823529411765,24.617647058823533,4.448894221382934
1015,1015,Montgomery County,0.2887990295188031,2.79,1905,130754,0.031783259199353014,6.8,0.06195413132265159,0.4692572326622138,3.2,193.01638545410248,14054.790765669732,5029.276055308522,115.2578120241213,0.9777550178901584,0.022244982109841584,MD,8.4,540940.0,567.1,17134120.0,6.517009040207492,-47.42647058823529,-23.544117647058826,23.514705882352942,-59.08823529411765,-56.17647058823529,24.44117647058824,4.762427250421966
1016,1016,Prince George's County,0.26743173927147873,2.86,1669,98084,0.039634743674982265,8.5,0.09108714959662033,0.8340629711556451,4.3,200.5879073204689,16812.4338109393,6765.003128687479,127.0170136815469,0.9800689861113652,0.019931013888634958,MD,9.7,499088.0,633.0,15414895.0,7.746973437833987,-31.794117647058826,-15.544117647058822,22.632352941176467,-56.04411764705882,-47.985294117647065,21.38235294117647,6.383436280299022
1029,1029,Hampden County,0.3108464355183003,2.53,1072,72079,0.019752205681545846,16.4,0.0958521810438325,0.18558748030974348,3.6,360.2274579091369,26468.998996509214,6818.162325354009,239.7227963942947,0.9127618056458956,0.08723819435410432,MA,17.9,203565.0,962.6,8327114.0,23.55529426749772,-35.897058823529406,-9.323529411764708,39.588235294117645,-38.352941176470594,-41.808823529411775,15.161764705882351,6.9651982667704555
1031,1031,Middlesex County,0.2811904352199926,2.55,1859,128001,0.019234460210726955,7.4,0.04588449148047042,0.23335906978952325,2.6,270.2737918184476,21053.80719352683,5584.107206122235,180.55480582912816,0.9727027927922042,0.027297207207796027,MA,12.8,802894.0,741.6,27001184.0,15.745024364324172,-51.352941176470594,-24.470588235294123,2.676470588235294,-67.38235294117646,-58.08823529411765,25.014705882352942,6.192321047847383
1032,1032,Norfolk County,0.31042593290614395,2.57,1897,129076,0.01719185827365247,6.3,0.04166086598445759,0.22420717352167285,2.9,251.2822326765944,20343.673729263202,4773.654982137173,194.8286229705352,0.988977618647798,0.011022381352202073,MA,15.4,351249.0,839.0,12005975.0,21.477695241327748,-46.63235294117647,-18.058823529411768,42.558823529411775,-59.602941176470594,-55.36764705882353,23.911764705882355,5.863747009301617
1034,1034,Suffolk County,0.22780495991531224,2.41,1709,80142,0.03450768773963672,18.2,0.09853075741095632,0.4477049478725341,4.4,211.9648168258269,25635.80115610388,7895.4406417657765,181.48865478220745,1.0,0.0,MA,15.7,410886.0,689.5,12951627.0,17.302456635525406,-61.86764705882353,-25.52941176470589,-27.89705882352941,-76.63235294117645,-59.235294117647065,24.838235294117645,6.516555796426194
1035,1035,Worcester County,0.2852515397595104,2.56,1315,96393,0.0185545457185168,10.1,0.06301995131742967,0.16322814062553048,3.3,434.8548437195259,25644.878175632235,6227.261016443101,201.89689172692272,0.8267776050528172,0.1732223949471829,MA,15.6,403488.0,856.4,14188803.0,20.968370134901445,-38.191176470588225,-16.102941176470587,30.14705882352941,-42.6764705882353,-45.102941176470594,18.294117647058822,7.780783199259304
1128,1128,Clay County,0.22902643244130685,2.46,1036,84966,0.0161714004268593,12.3,0.03181080764663578,0.09417457365318538,2.0,168.16667185699606,10893.463299180969,10015.259568372208,121.45370745227491,0.7142618640176969,0.2857381359823031,MN,3.6,35278.0,741.8,1017284.0,2.8811548051478244,-27.426470588235286,-1.1176470588235294,102.76470588235294,-15.897058823529413,-41.897058823529406,16.029411764705884,4.718446372890952
1139,1139,Hennepin County,0.2392929551404445,2.4,1318,105514,0.026352774442454187,10.4,0.045942481415243784,0.2794892108678744,2.8,186.75301755430957,10720.760789450193,7256.745109780596,115.4171567880061,0.9812510672877054,0.01874893271229457,MN,9.0,699395.0,687.8,20721321.0,10.075276781533377,-47.54411764705882,-15.926470588235292,52.970588235294116,-65.30882352941177,-51.75,20.72058823529412,5.076896400572144
1170,1170,Ramsey County,0.2649359222743646,2.53,1133,85923,0.04328296092191559,14.0,0.06550932643854049,0.3365206945827104,3.1,290.0125563080456,10913.63040843435,7160.366404334925,132.4681413211562,0.9982228115489624,0.001777188451037537,MN,9.2,287111.0,765.0,9236818.0,10.153522967000107,-46.0,-10.205882352941176,41.77941176470589,-30.470588235294123,-46.45588235294117,18.36764705882353,7.361842573925348
1178,1178,Scott County,0.20804785868752398,2.9,1574,116804,0.02637482568362336,5.5,0.03335147050616664,0.16039924281535026,2.3,177.16575063920598,12143.906907451026,7909.377034218493,62.410662156993006,0.8306807571513454,0.1693192428486546,MN,9.2,83010.0,421.3,2171258.0,7.779605454073168,-25.64705882352941,-0.1176470588235294,70.32352941176471,-5.294117647058823,-36.6764705882353,13.220588235294118,5.342524932550623
1194,1194,Adams County,0.3746551570703924,2.56,561,39506,0.008721188929429562,31.5,0.13207875936574315,0.5907375423783023,4.6,508.2592121982209,14192.161079073403,6516.14374613104,211.7746717492588,0.67569596069869,0.32430403930131,MS,17.0,10364.0,1260.6,590035.0,19.219702375621786,-31.970588235294123,-8.514705882352942,5.588235294117646,-20.102941176470583,-39.9264705882353,16.044117647058822,10.846814172040641
1205,1205,Clarke County,0.3445566778900112,2.52,523,58222,0.016193682860349532,19.1,0.1180373891405602,0.3641090678503488,3.7,386.0755421144072,22701.241876327134,8693.134289942733,386.0755421144072,0.0,1.0,MS,13.5,5390.0,1192.7,303861.0,14.513399080500625,-38.867647058823536,-14.044117647058822,-31.985294117647058,-53.470588235294116,-44.691176470588225,16.11764705882353,14.480305139521027
1210,1210,DeSoto County,0.2555255207505168,2.83,1040,79070,0.022992526633805056,9.2,0.061395495708856336,0.33256041346556786,3.6,317.93235826867453,28613.912244180698,9038.903457784749,90.83781664819271,0.7979686536651848,0.2020313463348152,MS,11.4,80876.0,706.6,2626087.0,11.881652037270666,-23.220588235294123,3.4411764705882355,11.058823529411764,-11.558823529411766,-33.617647058823536,12.794117647058822,5.483443617823782
1223,1223,Jackson County,0.29984930278694466,2.69,843,65797,0.014516529004444613,16.2,0.07583779257093383,0.2923596673596673,4.7,250.6667038024746,19493.513999039107,6960.17880891538,119.76298070562677,0.7474486823047597,0.2525513176952403,MS,21.0,56265.0,888.7,2466943.0,23.12703900150916,-17.235294117647058,-2.367647058823529,0.6617647058823529,-20.38235294117647,-36.941176470588225,12.779411764705882,7.620767889651282
1254,1254,Scott County,0.3139489194499018,2.76,553,50426,0.03241650294695481,25.5,0.16974116974116973,0.4278201327121276,3.8,426.6818375764472,21803.441900156453,8487.412885791495,152.89432513156024,0.2518744551002616,0.7481255448997385,MS,9.9,11537.0,983.3,507678.0,9.541539729316618,-25.64705882352941,-0.1176470588235294,70.32352941176471,-5.294117647058823,-36.6764705882353,13.220588235294118,7.8790099236129985
1365,1365,St. Louis County,0.30746778198155594,2.41,1087,88604,0.010330456372664932,9.7,0.04405859455029707,0.32059876479433136,3.0,428.4830593288103,18226.824447674284,7750.614812840409,155.60171192057976,0.989516747634876,0.01048325236512401,MO,9.1,512721.0,946.5,18085699.0,11.457616988732367,-39.088235294117645,-10.279411764705884,31.117647058823533,-51.67647058823529,-46.61764705882353,17.61764705882353,5.462879814598264
1406,1406,Richland County,0.2782800441014333,2.45,759,86250,0.036824696802646086,5.8,0.05141318977119785,0.06732743994999557,1.6,333.2407664537629,18661.48292141072,8645.746551883736,111.08025548458762,0.5613186813186813,0.43868131868131865,MT,11.2,5475.0,977.7,180224.0,19.95934969815341,-30.367647058823533,-4.602941176470588,-21.5,-18.352941176470583,-39.132352941176464,14.75,4.438920454545454
1435,1435,Dakota County,0.2732306861156132,2.69,794,67759,0.06861156131820638,16.2,0.1449552358917614,0.3121003321271005,2.8,299.61050634175575,13722.161190452407,17961.649855188254,279.63647258563867,0.7617612370593632,0.2382387629406369,NE,7.7,10657.0,780.7,369817.0,7.716607202210822,-34.70588235294117,-9.867647058823527,82.22058823529412,-30.382352941176467,-46.529411764705884,19.19117647058824,29.20363314828685
1439,1439,Douglas County,0.23116925997771265,2.51,1099,84036,0.02024204236429256,12.0,0.0609582702876344,0.2082241530313922,2.8,197.43509408797416,20522.747918442506,10116.623229779092,96.96723592618588,0.9770789689407048,0.022921031059295008,NE,10.5,304076.0,736.3,9078145.0,13.293171082109833,-33.176470588235304,-1.8676470588235288,15.161764705882351,-31.088235294117645,-38.558823529411775,15.176470588235292,5.816166188136452
1448,1448,Howard County,0.35404411764705884,2.36,773,73902,0.01213235294117647,7.9,0.035691922354414526,0.03443976936263049,2.4,1117.145073700543,13591.931730023272,7571.761055081458,217.22265321955,0.0,1.0,NE,10.2,3484.0,1061.0,115077.0,17.538709768242132,-48.735294117647065,-26.39705882352941,41.897058823529406,-29.94117647058824,-57.08823529411765,24.617647058823533,17.379667526960212
1460,1460,Pierce County,0.300463269358041,2.32,677,77889,0.0029781601588352085,8.0,0.027438586409998564,0.02897536394176936,1.5,335.75825405707894,12255.17627308338,7946.278679350867,279.79854504756577,0.0,1.0,NE,4.8,4217.0,1067.1,133354.0,7.794973691827768,-32.45588235294117,-6.117647058823527,31.764705882352942,-29.70588235294117,-41.29411764705883,15.558823529411766,5.999070144127661
1470,1470,Thurston County,0.2918198529411765,3.28,590,57204,0.11397058823529413,25.5,0.058989159510066176,0.6166272106948893,8.8,332.2259136212625,17607.97342192691,10132.890365448504,124.58471760797342,0.0,1.0,NE,9.8,3289.0,1061.5,125671.0,1.9446741491672697,-34.55882352941177,-9.294117647058824,14.147058823529413,-31.264705882352942,-46.470588235294116,16.36764705882353,12.73165646807935
1491,1491,Hillsborough County,0.2718858249630632,2.51,1449,100503,0.01952373266453944,7.8,0.05453063039691658,0.10565932669144262,2.8,356.8131406989988,22893.591511300285,5195.132186319765,117.01936334752114,0.7998229480948854,0.20017705190511464,NH,17.2,228030.0,735.3,7140546.0,23.669313617193986,-47.0,-15.954545454545455,39.68181818181818,-43.04545454545455,-44.09090909090909,19.181818181818183,8.234664408015858
1497,1497,Bergen County,0.3229750247163505,2.71,1914,122981,0.024592768702038508,6.7,0.05181480056431961,0.2840357269532132,2.7,234.2839856597604,17136.20009397105,6340.0421796992505,257.1331106348195,0.9990890722726086,0.0009109277273913985,NJ,15.5,477518.0,795.5,16267061.0,20.92323560008781,-60.161764705882355,-17.308823529411768,10.514705882352944,-55.88235294117647,-57.514705882352935,26.220588235294123,11.114484663209907
1498,1498,Burlington County,0.3163812946613699,2.61,1587,105488,0.014075280513970109,6.1,0.04136819608105336,0.2797945712606181,3.7,234.42289081147598,22167.783019609346,6166.848920734076,147.97383624977266,0.93691313384392,0.06308686615608006,NJ,13.4,230986.0,842.8,7986957.0,16.550023437361688,-51.57352941176471,-14.764705882352946,35.20588235294117,-37.1764705882353,-48.63235294117647,20.544117647058822,9.3652689002833
1499,1499,Camden County,0.29809000816509496,2.67,1369,88575,0.02202440989844329,12.2,0.07602028060841826,0.36416451894272783,4.4,400.4177929239779,21461.44596630409,7081.748017161891,180.06954001314983,0.9835466446768126,0.016453355323187424,NJ,16.2,259701.0,904.9,9199988.0,21.099248958520374,-46.779411764705884,-14.529411764705882,0.8823529411764706,-55.764705882352935,-45.70588235294117,18.558823529411768,10.956536030264386
1501,1501,Cumberland County,0.3044412466242189,2.74,1159,66085,0.037611622543318415,16.5,0.13287833912807084,0.3193356417784683,4.1,489.54369444983183,27462.598727988927,7324.429701659234,170.53776241080206,0.7792205466203389,0.22077945337966115,NJ,16.5,67714.0,970.9,2749518.0,20.75468413620133,-27.2,-17.4,-8.2,-51.3,-36.3,12.5,11.638403531091633
1502,1502,Essex County,0.26784490115701554,2.71,1467,80523,0.046154707108580384,15.8,0.09198663859620172,0.5706383171319229,5.3,235.80212146813102,17847.366938890453,7198.0975625019555,307.7693294533621,0.9998242553218684,0.00017574467813161038,NJ,16.8,366044.0,803.7,14200047.0,16.67759254979931,-54.647058823529406,-17.558823529411768,-4.147058823529412,-74.19117647058823,-50.147058823529406,22.735294117647058,12.563338698808534
1503,1503,Gloucester County,0.3014641400083883,2.73,1578,105658,0.00939871125176345,7.4,0.048947859510347316,0.18557862380437207,3.7,460.8484549232605,22495.165205941652,6474.509319837058,150.87300607606744,0.91666363073336,0.08333636926663995,NJ,15.8,153658.0,856.4,5015173.0,22.22436322463852,-45.264705882352935,-14.617647058823529,25.470588235294123,-22.426470588235293,-45.397058823529406,18.61764705882353,5.662815619720397
1504,1504,Hudson County,0.2284804962276336,2.56,1539,76019,0.07704831181286279,15.2,0.10731716902389883,0.4524241619232112,3.6,226.65383683005868,22824.219836374967,8069.114547934162,263.09096939132144,1.0,0.0,NJ,16.0,358627.0,651.9,11389431.0,17.817290525610982,-53.191176470588225,-17.647058823529417,-26.470588235294123,-69.44117647058823,-59.411764705882355,25.794117647058826,11.37897055612348
1506,1506,Mercer County,0.2960149612116734,2.7,1550,105309,0.0201868612239872,11.6,0.07678559250755837,0.3707008550725426,3.9,248.21054350488532,15480.499687015215,6057.208175706937,207.93076232207497,0.9665570060557802,0.03344299394421977,NJ,10.9,202050.0,790.5,6536429.0,11.973366076492225,-54.470588235294116,-12.691176470588234,4.029411764705882,-68.61764705882354,-51.102941176470594,21.029411764705888,9.301715049608893
1507,1507,Middlesex County,0.2969982982754689,2.79,1680,107149,0.042557148120208416,8.5,0.07157738319352197,0.42104077876791945,3.3,328.70257023108564,21615.830083072546,6752.219833176176,216.10497150517173,0.9932259158751696,0.006774084124830393,NJ,14.2,423155.0,704.4,14337992.0,15.861893455234174,-57.441176470588225,-19.955882352941178,30.867647058823533,-63.33823529411765,-53.941176470588225,24.426470588235286,11.772917714000675
1508,1508,Monmouth County,0.32396053738496444,2.61,1865,124778,0.013842506436892957,6.9,0.0453448026718493,0.17613836524525506,3.3,374.27581024410347,25109.44658570285,6744.721596005139,184.22902576782292,0.9669517433535854,0.033048256646414614,NJ,15.6,321846.0,850.3,11262513.0,20.921274667722926,-54.470588235294116,-12.573529411764708,56.04411764705882,-49.735294117647065,-49.441176470588225,21.44117647058824,9.198657528741588
1509,1509,Morris County,0.3103131666336786,2.66,2047,141633,0.015652833674209936,4.8,0.037836959383845695,0.18466533841124166,2.9,253.7384745194116,17683.619839583607,5550.935762282833,205.55256229096557,0.9372004087609695,0.06279959123903035,NJ,13.0,247877.0,726.8,8774613.0,14.515854037688046,-58.20588235294117,-18.029411764705888,19.602941176470583,-54.04411764705882,-55.647058823529406,24.926470588235286,9.709829937798963
1511,1511,Passaic County,0.3074068029184725,2.99,1552,81873,0.06730984289332584,15.7,0.10791272636372616,0.36039846159039146,2.9,349.1249955163742,19087.093932956843,9343.477619732736,303.690920757394,0.9742109271109192,0.025789072889080847,NJ,19.8,249112.0,758.0,8967937.0,24.90898608765873,-55.32352941176471,-15.735294117647054,20.16176470588235,-45.029411764705884,-50.29411764705882,22.544117647058826,14.094657444627455
1512,1512,Salem County,0.3384448251368403,2.57,1212,87294,0.014457025863869969,12.4,0.07549312224240852,0.19960311160501665,3.7,365.47246934359225,23736.475114210152,6049.531137292618,193.95688066041515,0.580771054455265,0.4192289455447349,NJ,14.4,29409.0,1099.3,1170323.0,20.690575132933386,-32.338235294117645,-4.191176470588236,4.897058823529412,-17.411764705882348,-37.48529411764706,14.073529411764708,16.405727307760337
1513,1513,Somerset County,0.28758894350765274,2.75,1958,137981,0.015237789039960063,5.1,0.03717891356178405,0.3371715812004681,3.2,266.31482303440816,15311.278250348096,5324.7763989128525,214.63272267384946,0.9419461206721516,0.05805387932784847,NJ,12.4,164019.0,674.9,5710258.0,12.484286432662065,-56.0,-13.0,13.375,-46.25,-56.95833333333334,26.41666666666667,10.367307396618509
1514,1514,Sussex County,0.30520235550054386,2.61,1725,109397,0.0073890701774127,4.9,0.03572906115810948,0.07197331128121398,3.5,264.7912989009737,20722.054552702008,4554.837423836912,166.56226866351577,0.6092302238264821,0.3907697761735179,NJ,17.1,74516.0,728.3,2651604.0,19.484448909263985,-18.19117647058824,-3.75,53.514705882352935,-26.10294117647059,-39.088235294117645,16.794117647058822,7.240900224920463
1515,1515,Union County,0.2902246700438188,2.88,1646,94933,0.0452969737139731,9.5,0.09173120479286914,0.450879279754094,3.9,263.1479614121555,19114.895360938703,8331.580811049338,288.8516215774138,1.0,0.0,NJ,15.4,271937.0,783.3,9616619.0,17.830761823932093,-50.470588235294116,-16.088235294117652,6.514705882352941,-56.5,-50.897058823529406,23.64705882352941,11.48012622731544
1516,1516,Warren County,0.3233462380070695,2.5,1438,100654,0.011566114410753359,7.6,0.05989028904616683,0.11502711076684735,4.0,125.39542306705806,18558.52261392459,4933.169939297215,177.6435160116656,0.6449193099610462,0.3550806900389538,NJ,14.4,56731.0,860.6,1929438.0,18.42138725411234,-24.5,-14.632352941176471,20.102941176470583,-19.897058823529417,-40.25,16.426470588235293,8.085255913898244
1524,1524,Guadalupe County,0.5426300578034682,2.58,374,42438,0.007947976878612716,15.4,0.10273972602739724,0.22007810705260744,2.6,1116.279069767442,25116.279069767446,7255.813953488371,162.79069767441862,0.43543669034684496,0.564563309653155,NM,6.6,1435.0,942.7,83488.0,4.536901830203141,-18.544117647058822,-7.25,6.602941176470589,-18.08823529411765,-34.80882352941177,13.455882352941178,4.791107704101188
1525,1525,Hidalgo County,0.3984514592019059,2.49,450,52853,0.022632519356759976,25.8,0.12000956251494142,0.061903653711891986,3.6,1143.401619818961,19151.977131967607,6646.021915197713,214.3878037160553,0.0,1.0,NM,4.7,1966.0,983.8,90463.0,1.6463041420249165,-37.808823529411775,-19.558823529411768,-49.279411764705884,-43.779411764705884,-40.48529411764706,17.455882352941178,4.421697268496511
